"Version","Task","Concept","Att 1 - Conservation measure","Att 2 - Global coral coverage remaining in 50 years","Att 3 - Reef fish species at risk of extinction in 50 years","Att 4 - Contribution per year"
608,6,3,1,7,4,1
609,1,1,3,4,5,2
609,1,2,2,1,6,8
609,1,3,1,4,7,1
609,2,1,4,3,4,7
609,2,2,3,1,7,3
609,2,3,1,4,7,1
609,3,1,4,1,7,6
609,3,2,3,4,4,3
609,3,3,1,4,7,1
609,4,1,2,4,1,8
609,4,2,4,2,4,2
609,4,3,1,4,4,1
609,5,1,4,5,5,4
609,5,2,3,6,5,5
609,5,3,1,7,7,1
609,6,1,4,2,3,4
609,6,2,2,4,2,6
609,6,3,1,4,4,1
610,1,1,4,7,4,2
610,1,2,2,4,6,7
610,1,3,1,7,7,1
610,2,1,4,7,1,6
610,2,2,3,4,4,3
610,2,3,1,7,4,1
610,3,1,4,1,4,4
610,3,2,2,4,1,6
610,3,3,1,4,4,1
610,4,1,3,4,7,6
610,4,2,2,7,4,4
610,4,3,1,7,7,1
610,5,1,3,1,6,5
610,5,2,4,3,5,5
610,5,3,1,4,7,1
610,6,1,2,4,2,2
610,6,2,3,1,3,8
610,6,3,1,4,4,1
611,1,1,2,2,4,3
611,1,2,4,4,1,8
611,1,3,1,4,4,1
611,2,1,4,1,3,5
611,2,2,2,3,2,5
611,2,3,1,4,4,1
611,3,1,4,4,6,8
611,3,2,3,7,5,2
611,3,3,1,7,7,1
611,4,1,3,4,4,2
611,4,2,2,1,6,7
611,4,3,1,4,7,1
611,5,1,2,5,4,3
611,5,2,3,6,1,7
611,5,3,1,7,4,1
611,6,1,2,2,3,5
611,6,2,4,2,2,4
611,6,3,1,4,4,1
612,1,1,3,3,1,8
612,1,2,2,2,4,2
612,1,3,1,4,4,1
612,2,1,2,5,2,7
612,2,2,3,6,3,3
612,2,3,1,7,4,1
612,3,1,3,6,2,5
612,3,2,4,4,3,5
612,3,3,1,7,4,1
612,4,1,4,4,7,8
612,4,2,3,7,5,2
612,4,3,1,7,7,1
612,5,1,4,7,2,2
612,5,2,2,4,3,8
612,5,3,1,7,4,1
612,6,1,2,6,3,3
612,6,2,4,5,2,7
612,6,3,1,7,4,1
613,1,1,4,4,4,3
613,1,2,3,1,7,6
613,1,3,1,4,7,1
613,2,1,4,4,6,7
613,2,2,2,7,4,2
613,2,3,1,7,7,1
613,3,1,3,1,6,5
613,3,2,4,3,5,4
613,3,3,1,4,7,1
613,4,1,4,7,1,6
613,4,2,3,4,4,4
613,4,3,1,7,4,1
613,5,1,2,6,5,4
613,5,2,4,5,7,6
613,5,3,1,7,7,1
613,6,1,3,7,2,3
613,6,2,2,5,2,7
613,6,3,1,7,4,1
614,1,1,2,3,2,4
614,1,2,3,2,4,6
614,1,3,1,4,4,1
614,2,1,4,5,3,7
614,2,2,2,6,2,3
614,2,3,1,7,4,1
614,3,1,2,5,6,5
614,3,2,3,6,4,5
614,3,3,1,7,7,1
614,4,1,2,3,4,7
614,4,2,4,2,7,3
614,4,3,1,4,7,1
614,5,1,4,3,6,5
614,5,2,3,2,6,4
614,5,3,1,4,7,1
614,6,1,4,7,4,6
614,6,2,2,4,7,4
614,6,3,1,7,7,1
615,1,1,3,4,4,3
615,1,2,2,1,7,6
615,1,3,1,4,7,1
615,2,1,4,5,7,3
615,2,2,3,6,4,7
615,2,3,1,7,7,1
615,3,1,4,3,2,4
615,3,2,3,3,3,5
615,3,3,1,4,4,1
615,4,1,3,2,5,4
615,4,2,2,2,6,5
615,4,3,1,4,7,1
615,5,1,3,1,3,8
615,5,2,2,4,2,2
615,5,3,1,4,4,1
615,6,1,3,7,4,8
615,6,2,4,5,7,2
615,6,3,1,7,7,1
616,1,1,4,1,7,4
616,1,2,3,4,4,6
616,1,3,1,4,7,1
616,2,1,2,7,2,2
616,2,2,3,4,4,8
616,2,3,1,7,4,1
616,3,1,2,1,7,6
616,3,2,4,4,4,4
616,3,3,1,4,7,1
616,4,1,3,4,7,3
616,4,2,2,6,4,7
616,4,3,1,7,7,1
616,5,1,3,2,4,2
616,5,2,2,4,1,8
616,5,3,1,4,4,1
616,6,1,2,3,6,3
616,6,2,4,3,6,7
616,6,3,1,4,7,1
617,1,1,3,2,4,6
617,1,2,2,3,2,4
617,1,3,1,4,4,1
617,2,1,2,2,4,2
617,2,2,4,4,1,8
617,2,3,1,4,4,1
617,3,1,3,5,7,2
617,3,2,4,6,4,8
617,3,3,1,7,7,1
617,4,1,3,3,4,8
617,4,2,4,2,7,2
617,4,3,1,4,7,1
617,5,1,3,5,3,5
617,5,2,4,5,2,5
617,5,3,1,7,4,1
617,6,1,3,3,2,8
617,6,2,4,3,3,2
617,6,3,1,4,4,1
618,1,1,2,7,1,6
618,1,2,4,4,4,4
618,1,3,1,7,4,1
618,2,1,2,3,5,4
618,2,2,3,1,6,6
618,2,3,1,4,7,1
618,3,1,2,1,4,7
618,3,2,3,4,2,3
618,3,3,1,4,4,1
618,4,1,3,6,2,7
618,4,2,2,5,3,3
618,4,3,1,7,4,1
618,5,1,2,4,3,7
618,5,2,4,7,1,3
618,5,3,1,7,4,1
618,6,1,2,3,1,5
618,6,2,4,2,3,5
618,6,3,1,4,4,1
619,1,1,3,4,2,2
619,1,2,2,1,3,8
619,1,3,1,4,4,1
619,2,1,4,3,4,7
619,2,2,3,1,7,3
619,2,3,1,4,7,1
619,3,1,4,4,4,6
619,3,2,3,7,1,3
619,3,3,1,7,4,1
619,4,1,2,7,4,8
619,4,2,4,5,7,2
619,4,3,1,7,7,1
619,5,1,4,2,2,4
619,5,2,3,3,2,5
619,5,3,1,4,4,1
619,6,1,4,5,3,4
619,6,2,2,7,2,6
619,6,3,1,7,4,1
620,1,1,4,4,4,2
620,1,2,2,1,6,7
620,1,3,1,4,7,1
620,2,1,4,4,4,6
620,2,2,3,1,7,3
620,2,3,1,4,7,1
620,3,1,4,1,4,4
620,3,2,2,4,1,6
620,3,3,1,4,4,1
620,4,1,3,4,4,6
620,4,2,2,7,1,4
620,4,3,1,7,4,1
620,5,1,3,1,3,5
620,5,2,4,3,2,5
620,5,3,1,4,4,1
620,6,1,2,7,5,2
620,6,2,3,4,6,8
620,6,3,1,7,7,1
621,1,1,2,5,7,3
621,1,2,4,7,4,8
621,1,3,1,7,7,1
621,2,1,4,1,3,5
621,2,2,2,3,2,5
621,2,3,1,4,4,1
621,3,1,4,1,6,8
621,3,2,3,4,5,2
621,3,3,1,4,7,1
621,4,1,3,7,4,2
621,4,2,2,4,6,7
621,4,3,1,7,7,1
621,5,1,2,5,7,3
621,5,2,3,6,4,7
621,5,3,1,7,7,1
621,6,1,2,2,3,5
621,6,2,4,2,2,4
621,6,3,1,4,4,1
622,1,1,3,6,1,8
622,1,2,2,5,4,2
622,1,3,1,7,4,1
622,2,1,2,5,5,7
622,2,2,3,6,6,3
622,2,3,1,7,7,1
622,3,1,3,3,5,5
622,3,2,4,1,6,5
622,3,3,1,4,7,1
622,4,1,4,1,7,8
622,4,2,3,4,5,2
622,4,3,1,4,7,1
622,5,1,4,7,5,2
622,5,2,2,4,6,8
622,5,3,1,7,7,1
622,6,1,2,6,6,3
622,6,2,4,5,5,7
622,6,3,1,7,7,1
623,1,1,4,7,4,3
623,1,2,3,4,7,6
623,1,3,1,7,7,1
623,2,1,4,4,3,7
623,2,2,2,7,1,2
623,2,3,1,7,4,1
623,3,1,3,1,3,5
623,3,2,4,3,2,4
623,3,3,1,4,4,1
623,4,1,4,4,1,6
623,4,2,3,1,4,4
623,4,3,1,4,4,1
623,5,1,2,6,2,4
623,5,2,4,5,4,6
623,5,3,1,7,4,1
623,6,1,3,4,2,3
623,6,2,2,2,2,7
623,6,3,1,4,4,1
624,1,1,2,6,5,4
624,1,2,3,5,7,6
624,1,3,1,7,7,1
624,2,1,4,2,6,7
624,2,2,2,3,5,3
624,2,3,1,4,7,1
624,3,1,2,5,6,5
624,3,2,3,6,4,5
624,3,3,1,7,7,1
624,4,1,2,6,4,7
624,4,2,4,5,7,3
624,4,3,1,7,7,1
624,5,1,4,6,6,5
624,5,2,3,5,6,4
624,5,3,1,7,7,1
624,6,1,4,4,4,6
624,6,2,2,1,7,4
624,6,3,1,4,7,1
625,1,1,3,4,4,3
625,1,2,2,1,7,6
625,1,3,1,4,7,1
625,2,1,4,5,4,3
625,2,2,3,6,1,7
625,2,3,1,7,4,1
625,3,1,4,3,5,4
625,3,2,3,3,6,5
625,3,3,1,4,7,1
625,4,1,3,2,5,4
625,4,2,2,2,6,5
625,4,3,1,4,7,1
625,5,1,3,1,6,8
625,5,2,2,4,5,2
625,5,3,1,4,7,1
625,6,1,3,7,1,8
625,6,2,4,5,4,2
625,6,3,1,7,4,1
626,1,1,4,1,7,4
626,1,2,3,4,4,6
626,1,3,1,4,7,1
626,2,1,2,4,2,2
626,2,2,3,1,4,8
626,2,3,1,4,4,1
626,3,1,2,1,7,6
626,3,2,4,4,4,4
626,3,3,1,4,7,1
626,4,1,3,4,4,3
626,4,2,2,6,1,7
626,4,3,1,7,4,1
626,5,1,3,5,4,2
626,5,2,2,7,1,8
626,5,3,1,7,4,1
626,6,1,2,3,3,3
626,6,2,4,3,3,7
626,6,3,1,4,4,1
627,1,1,3,2,4,6
627,1,2,2,3,2,4
627,1,3,1,4,4,1
627,2,1,2,2,7,2
627,2,2,4,4,4,8
627,2,3,1,4,7,1
627,3,1,3,5,7,2
627,3,2,4,6,4,8
627,3,3,1,7,7,1
627,4,1,3,3,1,8
627,4,2,4,2,4,2
627,4,3,1,4,4,1
627,5,1,3,5,3,5
627,5,2,4,5,2,5
627,5,3,1,7,4,1
627,6,1,3,6,2,8
627,6,2,4,6,3,2
627,6,3,1,7,4,1
628,1,1,2,7,1,6
628,1,2,4,4,4,4
628,1,3,1,7,4,1
628,2,1,2,3,5,4
628,2,2,3,1,6,6
628,2,3,1,4,7,1
628,3,1,2,1,7,7
628,3,2,3,4,5,3
628,3,3,1,4,7,1
628,4,1,3,6,5,7
628,4,2,2,5,6,3
628,4,3,1,7,7,1
628,5,1,2,1,3,7
628,5,2,4,4,1,3
628,5,3,1,4,4,1
628,6,1,2,6,4,5
628,6,2,4,5,6,5
628,6,3,1,7,7,1
629,1,1,3,7,2,2
629,1,2,2,4,3,8
629,1,3,1,7,4,1
629,2,1,4,3,4,7
629,2,2,3,1,7,3
629,2,3,1,4,7,1
629,3,1,4,1,7,6
629,3,2,3,4,4,3
629,3,3,1,4,7,1
629,4,1,2,7,4,8
629,4,2,4,5,7,2
629,4,3,1,7,7,1
629,5,1,4,2,2,4
629,5,2,3,3,2,5
629,5,3,1,4,4,1
629,6,1,4,5,3,4
629,6,2,2,7,2,6
629,6,3,1,7,4,1
630,1,1,4,7,4,2
630,1,2,2,4,6,7
630,1,3,1,7,7,1
630,2,1,4,7,1,6
630,2,2,3,4,4,3
630,2,3,1,7,4,1
630,3,1,4,4,4,4
630,3,2,2,7,1,6
630,3,3,1,7,4,1
630,4,1,3,4,4,6
630,4,2,2,7,1,4
630,4,3,1,7,4,1
630,5,1,3,1,6,5
630,5,2,4,3,5,5
630,5,3,1,4,7,1
630,6,1,2,4,5,2
630,6,2,3,1,6,8
630,6,3,1,4,7,1
631,1,1,2,5,7,3
631,1,2,4,7,4,8
631,1,3,1,7,7,1
631,2,1,4,1,3,5
631,2,2,2,3,2,5
631,2,3,1,4,4,1
631,3,1,4,4,6,8
631,3,2,3,7,5,2
631,3,3,1,7,7,1
631,4,1,3,4,1,2
631,4,2,2,1,3,7
631,4,3,1,4,4,1
631,5,1,2,5,7,3
631,5,2,3,6,4,7
631,5,3,1,7,7,1
631,6,1,2,5,6,5
631,6,2,4,5,5,4
631,6,3,1,7,7,1
632,1,1,3,6,1,8
632,1,2,2,5,4,2
632,1,3,1,7,4,1
632,2,1,2,5,5,7
632,2,2,3,6,6,3
632,2,3,1,7,7,1
632,3,1,3,6,2,5
632,3,2,4,4,3,5
632,3,3,1,7,4,1
632,4,1,4,4,4,8
632,4,2,3,7,2,2
632,4,3,1,7,4,1
632,5,1,4,7,2,2
632,5,2,2,4,3,8
632,5,3,1,7,4,1
632,6,1,2,6,3,3
632,6,2,4,5,2,7
632,6,3,1,7,4,1
633,1,1,4,7,4,3
633,1,2,3,4,7,6
633,1,3,1,7,7,1
633,2,1,4,1,3,7
633,2,2,2,4,1,2
633,2,3,1,4,4,1
633,3,1,3,1,6,5
633,3,2,4,3,5,4
633,3,3,1,4,7,1
633,4,1,4,7,1,6
633,4,2,3,4,4,4
633,4,3,1,7,4,1
633,5,1,2,3,5,4
633,5,2,4,2,7,6
633,5,3,1,4,7,1
633,6,1,3,4,2,3
633,6,2,2,2,2,7
633,6,3,1,4,4,1
634,1,1,2,6,5,4
634,1,2,3,5,7,6
634,1,3,1,7,7,1
634,2,1,4,5,6,7
634,2,2,2,6,5,3
634,2,3,1,7,7,1
634,3,1,2,2,6,5
634,3,2,3,3,4,5
634,3,3,1,4,7,1
634,4,1,2,3,1,7
634,4,2,4,2,4,3
634,4,3,1,4,4,1
634,5,1,4,3,3,5
634,5,2,3,2,3,4
634,5,3,1,4,4,1
634,6,1,4,4,4,6
634,6,2,2,1,7,4
634,6,3,1,4,7,1
635,1,1,3,7,1,3
635,1,2,2,4,4,6
635,1,3,1,7,4,1
635,2,1,4,5,7,3
635,2,2,3,6,4,7
635,2,3,1,7,7,1
635,3,1,4,3,5,4
635,3,2,3,3,6,5
635,3,3,1,4,7,1
635,4,1,3,2,2,4
635,4,2,2,2,3,5
635,4,3,1,4,4,1
635,5,1,3,4,6,8
635,5,2,2,7,5,2
635,5,3,1,7,7,1
635,6,1,3,7,1,8
635,6,2,4,5,4,2
635,6,3,1,7,4,1
636,1,1,4,1,7,4
636,1,2,3,4,4,6
636,1,3,1,4,7,1
636,2,1,2,7,2,2
636,2,2,3,4,4,8
636,2,3,1,7,4,1
636,3,1,2,4,7,6
636,3,2,4,7,4,4
636,3,3,1,7,7,1
636,4,1,3,4,7,3
636,4,2,2,6,4,7
636,4,3,1,7,7,1
636,5,1,3,5,7,2
636,5,2,2,7,4,8
636,5,3,1,7,7,1
636,6,1,2,6,6,3
636,6,2,4,6,6,7
636,6,3,1,7,7,1
637,1,1,3,2,4,6
637,1,2,2,3,2,4
637,1,3,1,4,4,1
637,2,1,2,5,7,2
637,2,2,4,7,4,8
637,2,3,1,7,7,1
637,3,1,3,5,7,2
637,3,2,4,6,4,8
637,3,3,1,7,7,1
637,4,1,3,6,1,8
637,4,2,4,5,4,2
637,4,3,1,7,4,1
637,5,1,3,5,6,5
637,5,2,4,5,5,5
637,5,3,1,7,7,1
637,6,1,3,6,2,8
637,6,2,4,6,3,2
637,6,3,1,7,4,1
638,1,1,2,4,1,6
638,1,2,4,1,4,4
638,1,3,1,4,4,1
638,2,1,2,3,5,4
638,2,2,3,1,6,6
638,2,3,1,4,7,1
638,3,1,2,1,4,7
638,3,2,3,4,2,3
638,3,3,1,4,4,1
638,4,1,3,6,5,7
638,4,2,2,5,6,3
638,4,3,1,7,7,1
638,5,1,2,1,6,7
638,5,2,4,4,4,3
638,5,3,1,4,7,1
638,6,1,2,6,1,5
638,6,2,4,5,3,5
638,6,3,1,7,4,1
639,1,1,3,4,5,2
639,1,2,2,1,6,8
639,1,3,1,4,7,1
639,2,1,4,3,4,7
639,2,2,3,1,7,3
639,2,3,1,4,7,1
639,3,1,4,4,7,6
639,3,2,3,7,4,3
639,3,3,1,7,7,1
639,4,1,2,7,1,8
639,4,2,4,5,4,2
639,4,3,1,7,4,1
639,5,1,4,5,2,4
639,5,2,3,6,2,5
639,5,3,1,7,4,1
639,6,1,4,2,3,4
639,6,2,2,4,2,6
639,6,3,1,4,4,1
640,1,1,4,4,4,2
640,1,2,2,1,6,7
640,1,3,1,4,7,1
640,2,1,4,7,4,6
640,2,2,3,4,7,3
640,2,3,1,7,7,1
640,3,1,4,4,4,4
640,3,2,2,7,1,6
640,3,3,1,7,4,1
640,4,1,3,1,4,6
640,4,2,2,4,1,4
640,4,3,1,4,4,1
640,5,1,3,4,6,5
640,5,2,4,6,5,5
640,5,3,1,7,7,1
640,6,1,2,4,2,2
640,6,2,3,1,3,8
640,6,3,1,4,4,1
641,1,1,2,5,7,3
641,1,2,4,7,4,8
641,1,3,1,7,7,1
641,2,1,4,1,3,5
641,2,2,2,3,2,5
641,2,3,1,4,4,1
641,3,1,4,1,6,8
641,3,2,3,4,5,2
641,3,3,1,4,7,1
641,4,1,3,7,1,2
641,4,2,2,4,3,7
641,4,3,1,7,4,1
641,5,1,2,2,4,3
641,5,2,3,3,1,7
641,5,3,1,4,4,1
641,6,1,2,2,6,5
641,6,2,4,2,5,4
641,6,3,1,4,7,1
642,1,1,3,3,4,8
642,1,2,2,2,7,2
642,1,3,1,4,7,1
642,2,1,2,5,2,7
642,2,2,3,6,3,3
642,2,3,1,7,4,1
642,3,1,3,6,5,5
642,3,2,4,4,6,5
642,3,3,1,7,7,1
642,4,1,4,4,4,8
642,4,2,3,7,2,2
642,4,3,1,7,4,1
642,5,1,4,7,2,2
642,5,2,2,4,3,8
642,5,3,1,7,4,1
642,6,1,2,3,6,3
642,6,2,4,2,5,7
642,6,3,1,4,7,1
643,1,1,4,7,4,3
643,1,2,3,4,7,6
643,1,3,1,7,7,1
643,2,1,4,1,6,7
643,2,2,2,4,4,2
643,2,3,1,4,7,1
643,3,1,3,1,3,5
643,3,2,4,3,2,4
643,3,3,1,4,4,1
643,4,1,4,4,4,6
643,4,2,3,1,7,4
643,4,3,1,4,7,1
643,5,1,2,3,5,4
643,5,2,4,2,7,6
643,5,3,1,4,7,1
643,6,1,3,4,2,3
643,6,2,2,2,2,7
643,6,3,1,4,4,1
644,1,1,2,6,2,4
644,1,2,3,5,4,6
644,1,3,1,7,4,1
644,2,1,4,2,6,7
644,2,2,2,3,5,3
644,2,3,1,4,7,1
644,3,1,2,5,6,5
644,3,2,3,6,4,5
644,3,3,1,7,7,1
644,4,1,2,6,4,7
644,4,2,4,5,7,3
644,4,3,1,7,7,1
644,5,1,4,6,3,5
644,5,2,3,5,3,4
644,5,3,1,7,4,1
644,6,1,4,4,1,6
644,6,2,2,1,4,4
644,6,3,1,4,4,1
645,1,1,3,4,4,3
645,1,2,2,1,7,6
645,1,3,1,4,7,1
645,2,1,4,2,4,3
645,2,2,3,3,1,7
645,2,3,1,4,4,1
645,3,1,4,6,2,4
645,3,2,3,6,3,5
645,3,3,1,7,4,1
645,4,1,3,2,5,4
645,4,2,2,2,6,5
645,4,3,1,4,7,1
645,5,1,3,4,3,8
645,5,2,2,7,2,2
645,5,3,1,7,4,1
645,6,1,3,4,1,8
645,6,2,4,2,4,2
645,6,3,1,4,4,1
646,1,1,4,1,4,4
646,1,2,3,4,1,6
646,1,3,1,4,4,1
646,2,1,2,4,5,2
646,2,2,3,1,7,8
646,2,3,1,4,7,1
646,3,1,2,4,7,6
646,3,2,4,7,4,4
646,3,3,1,7,7,1
646,4,1,3,4,7,3
646,4,2,2,6,4,7
646,4,3,1,7,7,1
646,5,1,3,5,4,2
646,5,2,2,7,1,8
646,5,3,1,7,4,1
646,6,1,2,3,3,3
646,6,2,4,3,3,7
646,6,3,1,4,4,1
647,1,1,3,2,4,6
647,1,2,2,3,2,4
647,1,3,1,4,4,1
647,2,1,2,2,4,2
647,2,2,4,4,1,8
647,2,3,1,4,4,1
647,3,1,3,5,7,2
647,3,2,4,6,4,8
647,3,3,1,7,7,1
647,4,1,3,3,4,8
647,4,2,4,2,7,2
647,4,3,1,4,7,1
647,5,1,3,2,6,5
647,5,2,4,2,5,5
647,5,3,1,4,7,1
647,6,1,3,6,2,8
647,6,2,4,6,3,2
647,6,3,1,7,4,1
648,1,1,2,4,4,6
648,1,2,4,1,7,4
648,1,3,1,4,7,1
648,2,1,2,6,5,4
648,2,2,3,4,6,6
648,2,3,1,7,7,1
648,3,1,2,4,4,7
648,3,2,3,7,2,3
648,3,3,1,7,4,1
648,4,1,3,6,5,7
648,4,2,2,5,6,3
648,4,3,1,7,7,1
648,5,1,2,1,3,7
648,5,2,4,4,1,3
648,5,3,1,4,4,1
648,6,1,2,6,1,5
648,6,2,4,5,3,5
648,6,3,1,7,4,1
649,1,1,3,7,5,2
649,1,2,2,4,6,8
649,1,3,1,7,7,1
649,2,1,4,6,4,7
649,2,2,3,4,7,3
649,2,3,1,7,7,1
649,3,1,4,1,7,6
649,3,2,3,4,4,3
649,3,3,1,4,7,1
649,4,1,2,4,1,8
649,4,2,4,2,4,2
649,4,3,1,4,4,1
649,5,1,4,5,5,4
649,5,2,3,6,5,5
649,5,3,1,7,7,1
649,6,1,4,2,3,4
649,6,2,2,4,2,6
649,6,3,1,4,4,1
650,1,1,4,4,4,2
650,1,2,2,1,6,7
650,1,3,1,4,7,1
650,2,1,4,7,4,6
650,2,2,3,4,7,3
650,2,3,1,7,7,1
650,3,1,4,1,7,4
650,3,2,2,4,4,6
650,3,3,1,4,7,1
650,4,1,3,4,7,6
650,4,2,2,7,4,4
650,4,3,1,7,7,1
650,5,1,3,4,3,5
650,5,2,4,6,2,5
650,5,3,1,7,4,1
650,6,1,2,7,5,2
650,6,2,3,4,6,8
650,6,3,1,7,7,1
651,1,1,2,2,4,3
651,1,2,4,4,1,8
651,1,3,1,4,4,1
651,2,1,4,4,3,5
651,2,2,2,6,2,5
651,2,3,1,7,4,1
651,3,1,4,1,6,8
651,3,2,3,4,5,2
651,3,3,1,4,7,1
651,4,1,3,4,1,2
651,4,2,2,1,3,7
651,4,3,1,4,4,1
651,5,1,2,2,4,3
651,5,2,3,3,1,7
651,5,3,1,4,4,1
651,6,1,2,5,3,5
651,6,2,4,5,2,4
651,6,3,1,7,4,1
652,1,1,3,6,1,8
652,1,2,2,5,4,2
652,1,3,1,7,4,1
652,2,1,2,2,2,7
652,2,2,3,3,3,3
652,2,3,1,4,4,1
652,3,1,3,3,5,5
652,3,2,4,1,6,5
652,3,3,1,4,7,1
652,4,1,4,4,4,8
652,4,2,3,7,2,2
652,4,3,1,7,4,1
652,5,1,4,4,2,2
652,5,2,2,1,3,8
652,5,3,1,4,4,1
652,6,1,2,6,6,3
652,6,2,4,5,5,7
652,6,3,1,7,7,1
653,1,1,4,7,1,3
653,1,2,3,4,4,6
653,1,3,1,7,4,1
653,2,1,4,1,6,7
653,2,2,2,4,4,2
653,2,3,1,4,7,1
653,3,1,3,1,3,5
653,3,2,4,3,2,4
653,3,3,1,4,4,1
653,4,1,4,7,1,6
653,4,2,3,4,4,4
653,4,3,1,7,4,1
653,5,1,2,6,5,4
653,5,2,4,5,7,6
653,5,3,1,7,7,1
653,6,1,3,4,2,3
653,6,2,2,2,2,7
653,6,3,1,4,4,1
654,1,1,2,3,5,4
654,1,2,3,2,7,6
654,1,3,1,4,7,1
654,2,1,4,5,6,7
654,2,2,2,6,5,3
654,2,3,1,7,7,1
654,3,1,2,5,6,5
654,3,2,3,6,4,5
654,3,3,1,7,7,1
654,4,1,2,6,4,7
654,4,2,4,5,7,3
654,4,3,1,7,7,1
654,5,1,4,6,3,5
654,5,2,3,5,3,4
654,5,3,1,7,4,1
654,6,1,4,4,1,6
654,6,2,2,1,4,4
654,6,3,1,4,4,1
655,1,1,3,4,1,3
655,1,2,2,1,4,6
655,1,3,1,4,4,1
655,2,1,4,2,4,3
655,2,2,3,3,1,7
655,2,3,1,4,4,1
655,3,1,4,3,2,4
655,3,2,3,3,3,5
655,3,3,1,4,4,1
655,4,1,3,2,5,4
655,4,2,2,2,6,5
655,4,3,1,4,7,1
655,5,1,3,4,6,8
655,5,2,2,7,5,2
655,5,3,1,7,7,1
655,6,1,3,7,1,8
655,6,2,4,5,4,2
655,6,3,1,7,4,1
656,1,1,4,4,4,4
656,1,2,3,7,1,6
656,1,3,1,7,4,1
656,2,1,2,7,5,2
656,2,2,3,4,7,8
656,2,3,1,7,7,1
656,3,1,2,4,7,6
656,3,2,4,7,4,4
656,3,3,1,7,7,1
656,4,1,3,4,7,3
656,4,2,2,6,4,7
656,4,3,1,7,7,1
656,5,1,3,2,7,2
656,5,2,2,4,4,8
656,5,3,1,4,7,1
656,6,1,2,3,6,3
656,6,2,4,3,6,7
656,6,3,1,4,7,1
657,1,1,3,5,7,6
657,1,2,2,6,5,4
657,1,3,1,7,7,1
657,2,1,2,5,7,2
657,2,2,4,7,4,8
657,2,3,1,7,7,1
657,3,1,3,5,4,2
657,3,2,4,6,1,8
657,3,3,1,7,4,1
657,4,1,3,3,4,8
657,4,2,4,2,7,2
657,4,3,1,4,7,1
657,5,1,3,2,3,5
657,5,2,4,2,2,5
657,5,3,1,4,4,1
657,6,1,3,6,2,8
657,6,2,4,6,3,2
657,6,3,1,7,4,1
658,1,1,2,4,4,6
658,1,2,4,1,7,4
658,1,3,1,4,7,1
658,2,1,2,3,5,4
658,2,2,3,1,6,6
658,2,3,1,4,7,1
658,3,1,2,1,4,7
658,3,2,3,4,2,3
658,3,3,1,4,4,1
658,4,1,3,6,2,7
658,4,2,2,5,3,3
658,4,3,1,7,4,1
658,5,1,2,1,6,7
658,5,2,4,4,4,3
658,5,3,1,4,7,1
658,6,1,2,6,4,5
658,6,2,4,5,6,5
658,6,3,1,7,7,1
659,1,1,3,7,2,2
659,1,2,2,4,3,8
659,1,3,1,7,4,1
659,2,1,4,3,4,7
659,2,2,3,1,7,3
659,2,3,1,4,7,1
659,3,1,4,4,7,6
659,3,2,3,7,4,3
659,3,3,1,7,7,1
659,4,1,2,4,4,8
659,4,2,4,2,7,2
659,4,3,1,4,7,1
659,5,1,4,2,2,4
659,5,2,3,3,2,5
659,5,3,1,4,4,1
659,6,1,4,5,3,4
659,6,2,2,7,2,6
659,6,3,1,7,4,1
660,1,1,4,4,1,2
660,1,2,2,1,3,7
660,1,3,1,4,4,1
660,2,1,4,4,1,6
660,2,2,3,1,4,3
660,2,3,1,4,4,1
660,3,1,4,4,4,4
660,3,2,2,7,1,6
660,3,3,1,7,4,1
660,4,1,3,4,4,6
660,4,2,2,7,1,4
660,4,3,1,7,4,1
660,5,1,3,4,6,5
660,5,2,4,6,5,5
660,5,3,1,7,7,1
660,6,1,2,7,2,2
660,6,2,3,4,3,8
660,6,3,1,7,4,1
661,1,1,2,5,7,3
661,1,2,4,7,4,8
661,1,3,1,7,7,1
661,2,1,4,1,3,5
661,2,2,2,3,2,5
661,2,3,1,4,4,1
661,3,1,4,1,3,8
661,3,2,3,4,2,2
661,3,3,1,4,4,1
661,4,1,3,7,1,2
661,4,2,2,4,3,7
661,4,3,1,7,4,1
661,5,1,2,5,7,3
661,5,2,3,6,4,7
661,5,3,1,7,7,1
661,6,1,2,2,3,5
661,6,2,4,2,2,4
661,6,3,1,4,4,1
662,1,1,3,3,4,8
662,1,2,2,2,7,2
662,1,3,1,4,7,1
662,2,1,2,5,5,7
662,2,2,3,6,6,3
662,2,3,1,7,7,1
662,3,1,3,6,5,5
662,3,2,4,4,6,5
662,3,3,1,7,7,1
662,4,1,4,4,7,8
662,4,2,3,7,5,2
662,4,3,1,7,7,1
662,5,1,4,4,5,2
662,5,2,2,1,6,8
662,5,3,1,4,7,1
662,6,1,2,3,6,3
662,6,2,4,2,5,7
662,6,3,1,4,7,1
663,1,1,4,4,1,3
663,1,2,3,1,4,6
663,1,3,1,4,4,1
663,2,1,4,1,6,7
663,2,2,2,4,4,2
663,2,3,1,4,7,1
663,3,1,3,1,6,5
663,3,2,4,3,5,4
663,3,3,1,4,7,1
663,4,1,4,7,1,6
663,4,2,3,4,4,4
663,4,3,1,7,4,1
663,5,1,2,3,5,4
663,5,2,4,2,7,6
663,5,3,1,4,7,1
663,6,1,3,4,2,3
663,6,2,2,2,2,7
663,6,3,1,4,4,1
664,1,1,2,3,5,4
664,1,2,3,2,7,6
